Player,MIN,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,PTS,+/-,MATCHUP
Jaylen Brown,19.316666666666666,3.0,3.0,100.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,4.0,0.0,3.0,0.0,0.0,3.0,6.0,-2.0,"DEC 29, 2018 - BOS @ MEM"
Terry Rozier,18.7,3.0,7.0,42.9,1.0,4.0,25.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,1.0,0.0,2.0,7.0,-5.0,"DEC 29, 2018 - BOS @ MEM"
Semi Ojeleye,4.766666666666667,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-5.0,"DEC 29, 2018 - BOS @ MEM"
Guerschon Yabusele,16.066666666666666,1.0,3.0,33.3,1.0,3.0,33.3,0.0,0.0,0.0,1.0,3.0,4.0,0.0,2.0,0.0,2.0,4.0,3.0,11.0,"DEC 29, 2018 - BOS @ MEM"
Jayson Tatum F,28.9,2.0,7.0,28.6,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,2.0,1.0,1.0,0.0,3.0,4.0,-12.0,"DEC 27, 2018 - BOS @ HOU"
Marcus Morris Sr. F,28.95,6.0,11.0,54.5,3.0,5.0,60.0,4.0,4.0,100.0,0.0,6.0,6.0,2.0,2.0,1.0,1.0,3.0,19.0,2.0,"DEC 27, 2018 - BOS @ HOU"
Al Horford C,24.25,7.0,12.0,58.3,1.0,1.0,100.0,0.0,0.0,0.0,2.0,3.0,5.0,4.0,3.0,1.0,0.0,2.0,15.0,10.0,"DEC 27, 2018 - BOS @ HOU"
Marcus Smart G,31.366666666666667,4.0,10.0,40.0,1.0,5.0,20.0,2.0,4.0,50.0,0.0,2.0,2.0,3.0,3.0,1.0,0.0,3.0,11.0,4.0,"DEC 27, 2018 - BOS @ HOU"
Kyrie Irving G,35.75,7.0,13.0,53.8,2.0,6.0,33.3,7.0,7.0,100.0,0.0,4.0,4.0,11.0,1.0,1.0,1.0,3.0,23.0,6.0,"DEC 27, 2018 - BOS @ HOU"
Daniel Theis,18.066666666666666,0.0,3.0,0.0,0.0,0.0,0.0,6.0,8.0,75.0,3.0,1.0,4.0,0.0,0.0,1.0,1.0,3.0,6.0,-27.0,"DEC 27, 2018 - BOS @ HOU"
Gordon Hayward,24.2,2.0,5.0,40.0,2.0,4.0,50.0,3.0,3.0,100.0,0.0,5.0,5.0,5.0,1.0,2.0,0.0,2.0,9.0,-19.0,"DEC 27, 2018 - BOS @ HOU"
Jaylen Brown,24.266666666666666,7.0,12.0,58.3,1.0,4.0,25.0,3.0,5.0,60.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,18.0,-22.0,"DEC 27, 2018 - BOS @ HOU"
Terry Rozier,15.033333333333333,2.0,6.0,33.3,1.0,4.0,25.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,5.0,-16.0,"DEC 27, 2018 - BOS @ HOU"
Guerschon Yabusele,4.566666666666666,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,"DEC 27, 2018 - BOS @ HOU"
Semi Ojeleye,4.633333333333334,1.0,1.0,100.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,"DEC 27, 2018 - BOS @ HOU"
Jayson Tatum F,38.166666666666664,7.0,18.0,38.9,1.0,7.0,14.3,8.0,9.0,88.9,0.0,10.0,10.0,1.0,1.0,2.0,2.0,3.0,23.0,22.0,"DEC 25, 2018 - BOS vs. PHI"
Marcus Morris Sr. F,36.61666666666667,8.0,13.0,61.5,3.0,5.0,60.0,4.0,4.0,100.0,2.0,4.0,6.0,3.0,2.0,0.0,1.0,3.0,23.0,-1.0,"DEC 25, 2018 - BOS vs. PHI"
Al Horford C,30.466666666666665,2.0,10.0,20.0,0.0,5.0,0.0,0.0,0.0,0.0,2.0,7.0,9.0,6.0,1.0,1.0,0.0,3.0,4.0,2.0,"DEC 25, 2018 - BOS vs. PHI"
Marcus Smart G,29.6,2.0,8.0,25.0,2.0,5.0,40.0,0.0,0.0,0.0,2.0,2.0,4.0,3.0,1.0,1.0,0.0,1.0,6.0,-4.0,"DEC 25, 2018 - BOS vs. PHI"
Kyrie Irving G,39.56666666666667,17.0,33.0,51.5,5.0,10.0,50.0,1.0,1.0,100.0,4.0,6.0,10.0,2.0,2.0,1.0,0.0,3.0,40.0,19.0,"DEC 25, 2018 - BOS vs. PHI"
Gordon Hayward,28.433333333333334,2.0,6.0,33.3,0.0,2.0,0.0,1.0,2.0,50.0,0.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,5.0,9.0,"DEC 25, 2018 - BOS vs. PHI"
Daniel Theis,22.233333333333334,2.0,7.0,28.6,1.0,3.0,33.3,1.0,2.0,50.0,2.0,5.0,7.0,2.0,1.0,0.0,0.0,4.0,6.0,5.0,"DEC 25, 2018 - BOS vs. PHI"
Terry Rozier,19.666666666666668,3.0,6.0,50.0,2.0,3.0,66.7,2.0,2.0,100.0,0.0,5.0,5.0,1.0,0.0,0.0,0.0,0.0,10.0,-3.0,"DEC 25, 2018 - BOS vs. PHI"
Jaylen Brown,20.266666666666666,2.0,7.0,28.6,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,2.0,0.0,1.0,1.0,3.0,4.0,-14.0,"DEC 25, 2018 - BOS vs. PHI"
Jayson Tatum F,23.25,6.0,13.0,46.2,3.0,8.0,37.5,2.0,3.0,66.7,0.0,4.0,4.0,1.0,2.0,0.0,0.0,0.0,17.0,17.0,"DEC 23, 2018 - BOS vs. CHA"
Marcus Morris Sr. F,20.45,5.0,10.0,50.0,2.0,4.0,50.0,0.0,0.0,0.0,2.0,6.0,8.0,0.0,1.0,0.0,0.0,1.0,12.0,26.0,"DEC 23, 2018 - BOS vs. CHA"
Al Horford C,19.133333333333333,4.0,4.0,100.0,0.0,0.0,0.0,2.0,3.0,66.7,2.0,4.0,6.0,5.0,1.0,0.0,1.0,2.0,10.0,19.0,"DEC 23, 2018 - BOS vs. CHA"
Marcus Smart G,28.566666666666666,2.0,5.0,40.0,2.0,4.0,50.0,0.0,0.0,0.0,2.0,0.0,2.0,5.0,0.0,3.0,0.0,3.0,6.0,17.0,"DEC 23, 2018 - BOS vs. CHA"
Kyrie Irving G,28.883333333333333,9.0,12.0,75.0,4.0,6.0,66.7,3.0,4.0,75.0,1.0,3.0,4.0,5.0,1.0,0.0,1.0,1.0,25.0,25.0,"DEC 23, 2018 - BOS vs. CHA"
Daniel Theis,17.85,4.0,5.0,80.0,1.0,1.0,100.0,1.0,2.0,50.0,3.0,2.0,5.0,1.0,1.0,0.0,0.0,4.0,10.0,9.0,"DEC 23, 2018 - BOS vs. CHA"
Gordon Hayward,24.166666666666668,2.0,7.0,28.6,0.0,2.0,0.0,4.0,4.0,100.0,1.0,6.0,7.0,2.0,1.0,0.0,0.0,1.0,8.0,11.0,"DEC 23, 2018 - BOS vs. CHA"
Terry Rozier,25.5,3.0,10.0,30.0,0.0,4.0,0.0,3.0,3.0,100.0,0.0,6.0,6.0,6.0,1.0,1.0,1.0,1.0,9.0,-3.0,"DEC 23, 2018 - BOS vs. CHA"
Jaylen Brown,15.75,3.0,9.0,33.3,0.0,4.0,0.0,2.0,2.0,100.0,0.0,1.0,1.0,2.0,2.0,3.0,0.0,4.0,8.0,6.0,"DEC 23, 2018 - BOS vs. CHA"
Robert Williams III,11.016666666666667,2.0,3.0,66.7,0.0,0.0,0.0,2.0,2.0,100.0,0.0,2.0,2.0,0.0,3.0,1.0,1.0,1.0,6.0,-12.0,"DEC 23, 2018 - BOS vs. CHA"
Semi Ojeleye,12.0,2.0,4.0,50.0,1.0,3.0,33.3,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0,5.0,-11.0,"DEC 23, 2018 - BOS vs. CHA"
Brad Wanamaker,7.166666666666667,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,-13.0,"DEC 23, 2018 - BOS vs. CHA"
Guerschon Yabusele,6.266666666666667,1.0,2.0,50.0,0.0,1.0,0.0,1.0,2.0,50.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,-11.0,"DEC 23, 2018 - BOS vs. CHA"
Jayson Tatum F,31.8,5.0,15.0,33.3,3.0,7.0,42.9,7.0,8.0,87.5,0.0,5.0,5.0,2.0,2.0,2.0,1.0,4.0,20.0,-7.0,"DEC 21, 2018 - BOS vs. MIL"
Gordon Hayward F,35.583333333333336,3.0,13.0,23.1,1.0,6.0,16.7,4.0,5.0,80.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,11.0,-5.0,"DEC 21, 2018 - BOS vs. MIL"
Semi Ojeleye C,16.666666666666668,3.0,6.0,50.0,1.0,3.0,33.3,3.0,4.0,75.0,2.0,1.0,3.0,0.0,1.0,1.0,0.0,3.0,10.0,-8.0,"DEC 21, 2018 - BOS vs. MIL"
Marcus Smart G,29.15,2.0,8.0,25.0,0.0,2.0,0.0,4.0,4.0,100.0,1.0,2.0,3.0,4.0,0.0,2.0,0.0,2.0,8.0,-15.0,"DEC 21, 2018 - BOS vs. MIL"
Kyrie Irving G,38.78333333333333,7.0,20.0,35.0,1.0,4.0,25.0,0.0,0.0,0.0,3.0,6.0,9.0,7.0,1.0,0.0,0.0,1.0,15.0,0.0,"DEC 21, 2018 - BOS vs. MIL"
Daniel Theis,24.083333333333332,3.0,5.0,60.0,1.0,2.0,50.0,2.0,2.0,100.0,1.0,4.0,5.0,1.0,0.0,2.0,0.0,2.0,9.0,-2.0,"DEC 21, 2018 - BOS vs. MIL"
Jaylen Brown,30.1,8.0,14.0,57.1,3.0,6.0,50.0,2.0,7.0,28.6,2.0,5.0,7.0,2.0,0.0,4.0,0.0,2.0,21.0,-3.0,"DEC 21, 2018 - BOS vs. MIL"
Terry Rozier,19.433333333333334,1.0,7.0,14.3,0.0,4.0,0.0,2.0,2.0,100.0,0.0,1.0,1.0,4.0,0.0,1.0,0.0,1.0,4.0,-20.0,"DEC 21, 2018 - BOS vs. MIL"
Robert Williams III,8.05,1.0,1.0,100.0,0.0,0.0,0.0,2.0,2.0,100.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,4.0,-3.0,"DEC 21, 2018 - BOS vs. MIL"
Guerschon Yabusele,4.616666666666666,2.0,2.0,100.0,0.0,0.0,0.0,1.0,2.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,-4.0,"DEC 21, 2018 - BOS vs. MIL"
Brad Wanamaker,1.7333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,2.0,"DEC 21, 2018 - BOS vs. MIL"
Jaylen Brown F,23.566666666666666,3.0,9.0,33.3,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,6.0,-3.0,"DEC 19, 2018 - BOS vs. PHX"
Jayson Tatum F,35.5,7.0,17.0,41.2,2.0,5.0,40.0,2.0,2.0,100.0,0.0,8.0,8.0,0.0,2.0,1.0,4.0,2.0,18.0,5.0,"DEC 19, 2018 - BOS vs. PHX"
Aron Baynes C,2.066666666666667,2.0,2.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,9.0,"DEC 19, 2018 - BOS vs. PHX"
Marcus Smart G,32.13333333333333,3.0,8.0,37.5,3.0,7.0,42.9,3.0,3.0,100.0,0.0,4.0,4.0,5.0,3.0,4.0,0.0,2.0,12.0,8.0,"DEC 19, 2018 - BOS vs. PHX"
Kyrie Irving G,35.983333333333334,10.0,19.0,52.6,4.0,8.0,50.0,5.0,5.0,100.0,2.0,3.0,5.0,10.0,4.0,4.0,1.0,2.0,29.0,0.0,"DEC 19, 2018 - BOS vs. PHX"
Robert Williams III,24.066666666666666,4.0,4.0,100.0,0.0,0.0,0.0,0.0,2.0,0.0,5.0,3.0,8.0,1.0,1.0,1.0,5.0,2.0,8.0,-13.0,"DEC 19, 2018 - BOS vs. PHX"
Gordon Hayward,29.333333333333332,3.0,8.0,37.5,2.0,5.0,40.0,2.0,2.0,100.0,0.0,5.0,5.0,4.0,1.0,1.0,2.0,3.0,10.0,-13.0,"DEC 19, 2018 - BOS vs. PHX"
Terry Rozier,23.466666666666665,4.0,11.0,36.4,4.0,8.0,50.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,12.0,-16.0,"DEC 19, 2018 - BOS vs. PHX"
Daniel Theis,21.366666666666667,2.0,6.0,33.3,0.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,2.0,2.0,1.0,1.0,2.0,4.0,-4.0,"DEC 19, 2018 - BOS vs. PHX"
Semi Ojeleye,12.5,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,-13.0,"DEC 19, 2018 - BOS vs. PHX"
Jayson Tatum F,29.983333333333334,6.0,15.0,40.0,0.0,3.0,0.0,5.0,6.0,83.3,2.0,6.0,8.0,2.0,1.0,1.0,1.0,2.0,17.0,-6.0,"DEC 15, 2018 - BOS @ DET"
Marcus Morris Sr. F,27.4,3.0,10.0,30.0,0.0,6.0,0.0,3.0,4.0,75.0,0.0,3.0,3.0,3.0,0.0,1.0,1.0,6.0,9.0,-5.0,"DEC 15, 2018 - BOS @ DET"
Aron Baynes C,18.366666666666667,4.0,6.0,66.7,0.0,0.0,0.0,2.0,2.0,100.0,2.0,2.0,4.0,0.0,1.0,0.0,0.0,1.0,10.0,-10.0,"DEC 15, 2018 - BOS @ DET"
Marcus Smart G,29.783333333333335,6.0,11.0,54.5,5.0,7.0,71.4,4.0,6.0,66.7,3.0,5.0,8.0,3.0,2.0,3.0,0.0,5.0,21.0,-4.0,"DEC 15, 2018 - BOS @ DET"
Kyrie Irving G,32.86666666666667,11.0,25.0,44.0,2.0,6.0,33.3,2.0,3.0,66.7,2.0,6.0,8.0,4.0,3.0,3.0,0.0,3.0,26.0,1.0,"DEC 15, 2018 - BOS @ DET"
Gordon Hayward,28.066666666666666,3.0,11.0,27.3,0.0,4.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,1.0,1.0,0.0,0.0,6.0,2.0,"DEC 15, 2018 - BOS @ DET"
Daniel Theis,18.166666666666668,3.0,5.0,60.0,2.0,3.0,66.7,0.0,0.0,0.0,1.0,3.0,4.0,1.0,1.0,0.0,0.0,4.0,8.0,-2.0,"DEC 15, 2018 - BOS @ DET"
Jaylen Brown,22.516666666666666,1.0,4.0,25.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,3.0,2.0,1.0,3.0,2.0,-9.0,"DEC 15, 2018 - BOS @ DET"
Terry Rozier,22.833333333333332,1.0,6.0,16.7,0.0,3.0,0.0,1.0,2.0,50.0,1.0,3.0,4.0,2.0,2.0,0.0,0.0,1.0,3.0,-13.0,"DEC 15, 2018 - BOS @ DET"
Robert Williams III,10.016666666666667,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,"DEC 15, 2018 - BOS @ DET"
Jayson Tatum F,28.55,8.0,14.0,57.1,2.0,5.0,40.0,4.0,5.0,80.0,2.0,1.0,3.0,0.0,4.0,2.0,1.0,3.0,22.0,21.0,"DEC 14, 2018 - BOS vs. ATL"
Marcus Morris Sr. F,24.816666666666666,7.0,12.0,58.3,6.0,8.0,75.0,0.0,0.0,0.0,1.0,5.0,6.0,1.0,0.0,1.0,1.0,0.0,20.0,30.0,"DEC 14, 2018 - BOS vs. ATL"
Aron Baynes C,13.816666666666666,2.0,4.0,50.0,0.0,1.0,0.0,1.0,2.0,50.0,1.0,2.0,3.0,2.0,1.0,0.0,0.0,1.0,5.0,19.0,"DEC 14, 2018 - BOS vs. ATL"
Marcus Smart G,27.466666666666665,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,7.0,2.0,4.0,0.0,4.0,0.0,3.0,"DEC 14, 2018 - BOS vs. ATL"
Kyrie Irving G,23.566666666666666,8.0,15.0,53.3,4.0,5.0,80.0,4.0,4.0,100.0,1.0,4.0,5.0,5.0,4.0,4.0,0.0,1.0,24.0,26.0,"DEC 14, 2018 - BOS vs. ATL"
Gordon Hayward,17.683333333333334,7.0,10.0,70.0,3.0,3.0,100.0,2.0,2.0,100.0,0.0,1.0,1.0,5.0,3.0,1.0,0.0,1.0,19.0,21.0,"DEC 14, 2018 - BOS vs. ATL"
Daniel Theis,20.966666666666665,6.0,9.0,66.7,2.0,3.0,66.7,4.0,4.0,100.0,3.0,4.0,7.0,1.0,0.0,0.0,1.0,4.0,18.0,14.0,"DEC 14, 2018 - BOS vs. ATL"
Jaylen Brown,22.0,2.0,12.0,16.7,0.0,5.0,0.0,0.0,0.0,0.0,2.0,4.0,6.0,2.0,2.0,0.0,1.0,3.0,4.0,1.0,"DEC 14, 2018 - BOS vs. ATL"
Terry Rozier,24.883333333333333,3.0,8.0,37.5,2.0,5.0,40.0,1.0,1.0,100.0,1.0,6.0,7.0,5.0,3.0,3.0,0.0,3.0,9.0,-8.0,"DEC 14, 2018 - BOS vs. ATL"
Robert Williams III,16.4,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,5.0,0.0,2.0,0.0,5.0,1.0,2.0,-14.0,"DEC 14, 2018 - BOS vs. ATL"
Semi Ojeleye,12.0,1.0,4.0,25.0,0.0,1.0,0.0,2.0,2.0,100.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,-5.0,"DEC 14, 2018 - BOS vs. ATL"
Brad Wanamaker,7.85,1.0,4.0,25.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,-3.0,"DEC 14, 2018 - BOS vs. ATL"
Jayson Tatum F,39.81666666666667,6.0,16.0,37.5,0.0,4.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,0.0,0.0,1.0,0.0,0.0,12.0,6.0,"DEC 12, 2018 - BOS @ WAS"
Marcus Morris Sr. F,39.666666666666664,11.0,20.0,55.0,1.0,4.0,25.0,4.0,4.0,100.0,3.0,6.0,9.0,2.0,0.0,0.0,0.0,2.0,27.0,14.0,"DEC 12, 2018 - BOS @ WAS"
Aron Baynes C,16.033333333333335,1.0,1.0,100.0,1.0,1.0,100.0,0.0,0.0,0.0,2.0,3.0,5.0,2.0,2.0,0.0,0.0,1.0,3.0,9.0,"DEC 12, 2018 - BOS @ WAS"
Marcus Smart G,39.2,5.0,12.0,41.7,1.0,5.0,20.0,7.0,7.0,100.0,2.0,3.0,5.0,3.0,1.0,3.0,0.0,4.0,18.0,4.0,"DEC 12, 2018 - BOS @ WAS"
Kyrie Irving G,40.15,12.0,28.0,42.9,4.0,11.0,36.4,10.0,10.0,100.0,0.0,3.0,3.0,7.0,4.0,1.0,0.0,1.0,38.0,12.0,"DEC 12, 2018 - BOS @ WAS"
Daniel Theis,14.383333333333333,3.0,4.0,75.0,0.0,0.0,0.0,2.0,2.0,100.0,3.0,3.0,6.0,1.0,2.0,0.0,0.0,6.0,8.0,-7.0,"DEC 12, 2018 - BOS @ WAS"
Terry Rozier,34.8,3.0,9.0,33.3,2.0,5.0,40.0,2.0,2.0,100.0,1.0,0.0,1.0,4.0,1.0,1.0,0.0,2.0,10.0,3.0,"DEC 12, 2018 - BOS @ WAS"
Semi Ojeleye,16.633333333333333,2.0,8.0,25.0,1.0,7.0,14.3,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0,5.0,-5.0,"DEC 12, 2018 - BOS @ WAS"
Brad Wanamaker,10.216666666666667,1.0,1.0,100.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,3.0,-6.0,"DEC 12, 2018 - BOS @ WAS"
Robert Williams III,14.116666666666667,3.0,5.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,6.0,0.0,0.0,0.0,2.0,2.0,6.0,-5.0,"DEC 12, 2018 - BOS @ WAS"
Jayson Tatum F,33.43333333333333,10.0,16.0,62.5,1.0,5.0,20.0,0.0,0.0,0.0,1.0,5.0,6.0,1.0,2.0,0.0,1.0,1.0,21.0,13.0,"DEC 10, 2018 - BOS vs. NOP"
Marcus Morris Sr. F,32.03333333333333,10.0,15.0,66.7,5.0,8.0,62.5,6.0,7.0,85.7,0.0,4.0,4.0,4.0,2.0,0.0,0.0,5.0,31.0,11.0,"DEC 10, 2018 - BOS vs. NOP"
Daniel Theis C,21.833333333333332,3.0,8.0,37.5,0.0,3.0,0.0,0.0,0.0,0.0,1.0,4.0,5.0,0.0,0.0,1.0,0.0,3.0,6.0,-4.0,"DEC 10, 2018 - BOS vs. NOP"
Marcus Smart G,29.116666666666667,2.0,8.0,25.0,0.0,4.0,0.0,0.0,2.0,0.0,1.0,1.0,2.0,5.0,3.0,3.0,0.0,3.0,4.0,7.0,"DEC 10, 2018 - BOS vs. NOP"
Terry Rozier G,31.5,4.0,7.0,57.1,1.0,4.0,25.0,1.0,2.0,50.0,3.0,4.0,7.0,6.0,1.0,2.0,0.0,1.0,10.0,2.0,"DEC 10, 2018 - BOS vs. NOP"
Jaylen Brown,24.7,6.0,16.0,37.5,4.0,7.0,57.1,3.0,4.0,75.0,3.0,4.0,7.0,3.0,3.0,0.0,1.0,5.0,19.0,11.0,"DEC 10, 2018 - BOS vs. NOP"
Semi Ojeleye,21.666666666666668,4.0,10.0,40.0,1.0,6.0,16.7,2.0,2.0,100.0,1.0,5.0,6.0,0.0,0.0,0.0,0.0,1.0,11.0,6.0,"DEC 10, 2018 - BOS vs. NOP"
Robert Williams III,25.5,3.0,5.0,60.0,0.0,0.0,0.0,1.0,2.0,50.0,4.0,7.0,11.0,0.0,0.0,1.0,3.0,1.0,7.0,13.0,"DEC 10, 2018 - BOS vs. NOP"
Brad Wanamaker,18.483333333333334,2.0,4.0,50.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,4.0,2.0,1.0,0.0,1.0,4.0,8.0,"DEC 10, 2018 - BOS vs. NOP"
PJ Dozier,1.7333333333333334,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,"DEC 10, 2018 - BOS vs. NOP"
Jayson Tatum F,21.316666666666666,7.0,9.0,77.8,4.0,4.0,100.0,0.0,0.0,0.0,1.0,2.0,3.0,2.0,2.0,0.0,0.0,0.0,18.0,25.0,"DEC 08, 2018 - BOS @ CHI"
Marcus Morris Sr. F,25.25,4.0,9.0,44.4,2.0,5.0,40.0,2.0,2.0,100.0,1.0,8.0,9.0,2.0,1.0,1.0,0.0,0.0,12.0,34.0,"DEC 08, 2018 - BOS @ CHI"
Daniel Theis C,32.266666666666666,8.0,15.0,53.3,2.0,4.0,50.0,4.0,7.0,57.1,4.0,6.0,10.0,5.0,0.0,1.0,4.0,3.0,22.0,50.0,"DEC 08, 2018 - BOS @ CHI"
Marcus Smart G,21.283333333333335,2.0,5.0,40.0,2.0,4.0,50.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,0.0,2.0,0.0,0.0,6.0,32.0,"DEC 08, 2018 - BOS @ CHI"
Kyrie Irving G,22.766666666666666,5.0,10.0,50.0,2.0,5.0,40.0,1.0,2.0,50.0,1.0,3.0,4.0,5.0,1.0,0.0,0.0,4.0,13.0,27.0,"DEC 08, 2018 - BOS @ CHI"
Gordon Hayward,25.983333333333334,2.0,9.0,22.2,1.0,4.0,25.0,0.0,0.0,0.0,1.0,4.0,5.0,6.0,1.0,0.0,0.0,0.0,5.0,15.0,"DEC 08, 2018 - BOS @ CHI"
Guerschon Yabusele,15.733333333333333,1.0,2.0,50.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,3.0,0.0,1.0,0.0,3.0,2.0,6.0,"DEC 08, 2018 - BOS @ CHI"
Jaylen Brown,28.483333333333334,8.0,11.0,72.7,3.0,3.0,100.0,4.0,4.0,100.0,1.0,4.0,5.0,3.0,1.0,2.0,0.0,1.0,23.0,26.0,"DEC 08, 2018 - BOS @ CHI"
Terry Rozier,25.233333333333334,6.0,11.0,54.5,3.0,6.0,50.0,0.0,0.0,0.0,1.0,7.0,8.0,2.0,1.0,3.0,0.0,1.0,15.0,29.0,"DEC 08, 2018 - BOS @ CHI"
Semi Ojeleye,14.416666666666666,5.0,9.0,55.6,3.0,6.0,50.0,0.0,0.0,0.0,1.0,3.0,4.0,1.0,0.0,0.0,0.0,2.0,13.0,23.0,"DEC 08, 2018 - BOS @ CHI"
Brad Wanamaker,7.266666666666667,2.0,3.0,66.7,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,4.0,13.0,"DEC 08, 2018 - BOS @ CHI"
Jayson Tatum F,26.016666666666666,7.0,11.0,63.6,3.0,5.0,60.0,0.0,0.0,0.0,1.0,4.0,5.0,2.0,1.0,2.0,0.0,2.0,17.0,10.0,"DEC 06, 2018 - BOS vs. NYK"
Marcus Morris Sr. F,30.316666666666666,5.0,13.0,38.5,0.0,7.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,2.0,0.0,1.0,0.0,2.0,10.0,16.0,"DEC 06, 2018 - BOS vs. NYK"
Al Horford C,27.883333333333333,8.0,12.0,66.7,0.0,0.0,0.0,3.0,3.0,100.0,2.0,10.0,12.0,3.0,2.0,0.0,4.0,3.0,19.0,15.0,"DEC 06, 2018 - BOS vs. NYK"
Marcus Smart G,23.65,2.0,8.0,25.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,7.0,0.0,2.0,0.0,2.0,4.0,16.0,"DEC 06, 2018 - BOS vs. NYK"
Kyrie Irving G,30.133333333333333,9.0,15.0,60.0,3.0,6.0,50.0,1.0,2.0,50.0,1.0,3.0,4.0,8.0,2.0,0.0,1.0,2.0,22.0,15.0,"DEC 06, 2018 - BOS vs. NYK"
Jaylen Brown,25.2,7.0,10.0,70.0,0.0,2.0,0.0,7.0,9.0,77.8,0.0,3.0,3.0,2.0,2.0,0.0,0.0,5.0,21.0,16.0,"DEC 06, 2018 - BOS vs. NYK"
Gordon Hayward,25.116666666666667,2.0,6.0,33.3,2.0,3.0,66.7,2.0,2.0,100.0,0.0,6.0,6.0,4.0,0.0,0.0,0.0,1.0,8.0,13.0,"DEC 06, 2018 - BOS vs. NYK"
Aron Baynes,1.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,"DEC 06, 2018 - BOS vs. NYK"
Daniel Theis,17.4,4.0,7.0,57.1,0.0,1.0,0.0,2.0,2.0,100.0,2.0,1.0,3.0,0.0,1.0,0.0,0.0,3.0,10.0,8.0,"DEC 06, 2018 - BOS vs. NYK"
